#,Prompt,Test Cases
21,Write a function that takes an integer minutes and converts it to seconds.,"Test Case 1:
Input: 5
Output: 300 (5 minutes * 60 seconds/minute)

Test Case 2:
Input: 1
Output: 60 (1 minute * 60 seconds/minute)

Test Case 3:
Input: 45
Output: 2700 (45 minutes * 60 seconds/minute)

Test Case 4:
Input: 0
Output: 0

Test Case 5:
Input: 120
Output: 7200 (120 minutes * 60 seconds/minute)"
22,"There is a single operator in Python, capable of providing the remainder of a division operation. Two numbers are passed as parameters. The first parameter divided by the second parameter will have a remainder, possibly zero. Return that value.","Test Case 1:
Input: 5, 2
Output: 1 (Because 5 divided by 2 leaves a remainder of 1)

Test Case 2:
Input: 7, 3
Output: 1 (Because 7 divided by 3 leaves a remainder of 1)

Test Case 3:
Input: 10, 4
Output: 2 (Because 10 divided by 4 leaves a remainder of 2)

Test Case 4:
Input: 8, 2
Output: 0 (Because 8 divided by 2 leaves no remainder)

Test Case 5:
Input: 15, 5
Output: 0 (Because 15 divided by 5 leaves no remainder)"
23,Create a function that takes length and width and finds the perimeter of a rectangle.,"Test Case 1:
Input: 5, 3
Output: 16 (Because 2*(5+3) = 16)

Test Case 2:
Input: 7, 2
Output: 18 (Because 2*(7+2) = 18)

Test Case 3:
Input: 10, 4
Output: 28 (Because 2*(10+4) = 28)

Test Case 4:
Input: 6, 6
Output: 24 (Because 2*(6+6) = 24)

Test Case 5:
Input: 8, 5
Output: 26 (Because 2*(8+5) = 26)"
24,"Given two numbers, return True if the sum of both numbers is less than 100. Otherwise return False.","Test Case 1:
Input: 45, 50
Output: False (Because 45 + 50 = 95, which is less than 100)

Test Case 2:
Input: 30, 20
Output: True (Because 30 + 20 = 50, which is less than 100)

Test Case 3:
Input: 90, 10
Output: False (Because 90 + 10 = 100, which is not less than 100)

Test Case 4:
Input: -10, 5
Output: True (Because -10 + 5 = -5, which is less than 100)

Test Case 5:
Input: 50, 49
Output: True (Because 50 + 49 = 99, which is less than 100)

"
25,"Create a function that takes a number as its only argument and returns True if it's less than or equal to zero, otherwise return False.","Test Case 1:
Input: -5
Output: True

Test Case 2:
Input: 1
Output: False

Test Case 3:
Input: 0
Output: True

Test Case 4:
Input: -0.1
Output: True

Test Case 5:
Input: 10
Output: False"
26,Create a function that takes a list and returns the first element.,"Test Case 1:
Input: [5, 4, 3, 2, 1]
Output: 5

Test Case 2:
Input: [""apple"", ""banana"", ""cherry""]
Output: ""apple""

Test Case 3:
Input: [1]
Output: 1

Test Case 4:
Input: [True, False, True]
Output: True

Test Case 5:
Input: [3.5, 4.6, 5.7]
Output: 3.5"
27,"The parameter weekday is True if it is a weekday, and the parameter vacation is True if we are on vacation. We sleep in if it is not a weekday or we're on vacation. Return True if we sleep in.","Test Case 1:
Input: weekday = True, vacation = False
Output: False (It's a weekday and we're not on vacation)

Test Case 2:
Input: weekday = False, vacation = False
Output: True (It's not a weekday and we're not on vacation)

Test Case 3:
Input: weekday = False, vacation = True
Output: True (It's not a weekday and we're on vacation)

Test Case 4:
Input: weekday = True, vacation = True
Output: True (It's a weekday but we're on vacation)

Test Case 5:
Input: weekday = False, vacation = False
Output: True (It's not a weekday and we're not on vacation)"
28,"We have two monkeys, a and b, and the parameters a_smile and b_smile indicate if each is smiling. We are in trouble if they are both smiling or if neither of them is smiling. Return True if we are in trouble.","Test Case 1:
Input: a_smile = True, b_smile = True
Output: True (Both are smiling)

Test Case 2:
Input: a_smile = False, b_smile = False
Output: True (Neither is smiling)

Test Case 3:
Input: a_smile = True, b_smile = False
Output: False (Only one is smiling)

Test Case 4:
Input: a_smile = False, b_smile = True
Output: False (Only one is smiling)

Test Case 5:
Input: a_smile = False, b_smile = False
Output: True (Neither is smiling)

"
29,"Given two int values, return their sum. Unless the two values are the same, then return double their sum.","Test Case 1:
Input: 5, 5
Output: 20 (Because 5 + 5 = 10 and 10*2 = 20)

Test Case 2:
Input: 3, 7
Output: 10 (Simply 3 + 7)

Test Case 3:
Input: 0, 0
Output: 0 (Because 0 + 0 = 0 and 0*2 = 0)

Test Case 4:
Input: -5, 5
Output: 0 (Simply -5 + 5)

Test Case 5:
Input: 6, 6
Output: 24 (Because 6 + 6 = 12 and 12*2 = 24)"
30,"Given an int n, return the absolute difference between n and 21, except return double the absolute difference if n is over 21.","Test Case 1:
Input: 18
Output: 3 (Because 21 - 18 = 3)

Test Case 2:
Input: 25
Output: 8 (Because (25 - 21) * 2 = 8)

Test Case 3:
Input: 21
Output: 0 (No difference)

Test Case 4:
Input: 30
Output: 18 (Because (30 - 21) * 2 = 18)

Test Case 5:
Input: 15
Output: 6 (Because 21 - 15 = 6)"
31,"We have a loud talking parrot. The ""hour"" parameter is the current hour time in the range 0..23. We are in trouble if the parrot is talking and the hour is before 7 or after 20. Return True if we are in trouble.","Test Case 1:
Input: talking = True, hour = 6
Output: True (The parrot is talking before 7)

Test Case 2:
Input: talking = True, hour = 7
Output: False (The parrot is talking but it's not before 7 or after 20)

Test Case 3:
Input: talking = True, hour = 21
Output: True (The parrot is talking after 20)

Test Case 4:
Input: talking = False, hour = 5
Output: False (The parrot isn't talking)

Test Case 5:
Input: talking = True, hour = 12
Output: False (The parrot is talking but it's during allowed hours)"
32,"Given 2 ints, a and b, return True if one if them is 10 or if their sum is 10.","Test Case 1:
Input: a = 5, b = 5
Output: True (Because 5 + 5 = 10)

Test Case 2:
Input: a = 10, b = 3
Output: True (Because one of them is 10)

Test Case 3:
Input: a = 4, b = 3
Output: False (Neither is 10, and their sum isn't 10)

Test Case 4:
Input: a = 7, b = 10
Output: True (Because one of them is 10)

Test Case 5:
Input: a = 2, b = 8
Output: True (Because 2 + 8 = 10)"
33,"Given an int n, return True if it is within 10 of 100 or 200. Note: abs(num) computes the absolute value of a number.","Test Case 1:
Input: 92
Output: True (Because it's within 10 of 100)

Test Case 2:
Input: 112
Output: True (Because it's within 10 of 100)

Test Case 3:
Input: 205
Output: True (Because it's within 10 of 200)

Test Case 4:
Input: 50
Output: False (It's not within 10 of either 100 or 200)

Test Case 5:
Input: 190
Output: True (Because it's within 10 of 200)"
34,"Given 2 int values, return True if one is negative and one is positive. Except if the parameter ""negative"" is True, then return True only if both are negative.","Test Case 1:
Input: a = 5, b = -5, negative = False
Output: True (One is positive and one is negative)

Test Case 2:
Input: a = -5, b = -5, negative = True
Output: True (Both are negative and the ""negative"" parameter is True)

Test Case 3:
Input: a = 5, b = 5, negative = False
Output: False (Both are positive)

Test Case 4:
Input: a = -5, b = 5, negative = True
Output: False (One is negative, one is positive but the ""negative"" parameter is True)

Test Case 5:
Input: a = -5, b = -7, negative = False
Output: False (Both are negative but the ""negative"" parameter is False)"
35,"Given a string, return a new string where ""not "" has been added to the front. However, if the string already begins with ""not"", return the string unchanged.","Test Case 1:
Input: ""happy""
Output: ""not happy""

Test Case 2:
Input: ""not bad""
Output: ""not bad"" (Because it already begins with ""not"")

Test Case 3:
Input: ""sad""
Output: ""not sad""

Test Case 4:
Input: ""not good""
Output: ""not good"" (Because it already begins with ""not"")

Test Case 5:
Input: ""okay""
Output: ""not okay"""
36,"Given a non-empty string and an int n, return a new string where the char at index n has been removed. The value of n will be a valid index of a char in the original string (i.e. n will be in the range 0..len(str)-1 inclusive).","Test Case 1:
Input: str = ""hello"", n = 1
Output: ""hllo"" (Because the character at index 1 is 'e')

Test Case 2:
Input: str = ""world"", n = 3
Output: ""worl"" (Because the character at index 3 is 'l')

Test Case 3:
Input: str = ""python"", n = 0
Output: ""ython"" (Because the character at index 0 is 'p')

Test Case 4:
Input: str = ""example"", n = 6
Output: ""exampl"" (Because the character at index 6 is 'e')

Test Case 5:
Input: str = ""remove"", n = 2
Output: ""remve"" (Because the character at index 2 is 'o')"
37,"Add the numbers 1, 2, and 3 to the ""numbers"" list, and see what the ""print"" statement outputs","Test Case 1:
Input: numbers = []
Output: [1, 2, 3]

Test Case 2:
Input: numbers = [0]
Output: [0, 1, 2, 3]

Test Case 3:
Input: numbers = [4, 5, 6]
Output: [4, 5, 6, 1, 2, 3]

Test Case 4:
Input: numbers = [3, 2, 1]
Output: [3, 2, 1, 1, 2, 3]

Test Case 5:
Input: numbers = [-1, -2, -3]
Output: [-1, -2, -3, 1, 2, 3]"
38,Fix the last line so that it outputs the sum of 1 and 2,"Test Case 1:
Input:
a = 1
b = 2
print(a - b)
Output:
3

Test Case 2:
Input:
x = 1
y = 2
print(x * y)
Output:
3

Test Case 3:
Input:
num1 = 1
num2 = 2
print(num1 / num2)
Output:
3

Test Case 4:
Input:
first = 1
second = 2
print(first)
Output:
3

Test Case 5:
Input:
one = 1
two = 2
print(one % two)
Output:
3"
39,Use the 'format' method to print out the specified string with the correct values inserted,"Test Case 1:
Input:
""Hello, {}!""
Output:
""Hello, World!""

Test Case 2:
Input:
""I have {} apples and {} oranges.""
Output:
""I have 5 apples and 6 oranges.""

Test Case 3:
Input:
""My favorite color is {}.""
Output:
""My favorite color is blue.""

Test Case 4:
Input:
""{} + {} = {}""
Output:
""3 + 4 = 7""

Test Case 5:
Input:
""{} is the capital of {}.""
Output:
""Paris is the capital of France."""
40,Loop through and print out all even numbers from the numbers list in the same order they are received. Don't print any numbers that come after 237 in the sequence,"Test Case 1:
Input:
[2, 4, 6, 8, 237, 10, 12]
Output:
2
4
6
8

Test Case 2:
Input:
[1, 3, 5, 7, 9, 2, 4, 6, 237, 238, 240]
Output:
2
4
6

Test Case 3:
Input:
[237, 2, 4, 6, 8, 10]
Output:

(Note: No numbers should be printed since 237 is the first in the sequence)

Test Case 4:
Input:
[2, 4, 6, 237, 8, 10, 12, 14, 16]
Output:
2
4
6

Test Case 5:
Input:
[1, 3, 237, 5, 238, 240, 242, 244]
Output:

(Note: No even numbers before 237 in this sequence)"
41,"Add a function named list_benefits() that returns the following list of strings: ""More organized code"", ""More readable code"", ""Easier code reuse"", ""Allowing programmers to share and connect code together"". Add a function named build_sentence(info) which receives a single argument containing a string and returns a sentence starting with the given string and ending with the string "" is a benefit of functions!""","Test Case 1:
Function Call:
list_benefits()
Output:
[""More organized code"", ""More readable code"", ""Easier code reuse"", ""Allowing programmers to share and connect code together""]

Test Case 2:
Function Call:
build_sentence(""More organized code"")
Output:
""More organized code is a benefit of functions!""

Test Case 3:
Function Call:
build_sentence(""More readable code"")
Output:
""More readable code is a benefit of functions!""

Test Case 4:
Function Call:
build_sentence(""Easier code reuse"")
Output:
""Easier code reuse is a benefit of functions!""

Test Case 5:
Function Call:
build_sentence(""Allowing programmers to share and connect code together"")
Output:
""Allowing programmers to share and connect code together is a benefit of functions!"""
42,You are given a function f(X) = X^2. You are also given K lists. The ith list consists of Ni elements. You have to pick one element from each list so that the value from the equation below is maximized: S = (f(X1) + f(X2) + ... + f(Xk)) % M. Xi denotes the element picked from the ith list. Compute the maximum value of S % M.,"Test Case 1:
Input:
K = 2, M = 1000
Lists:
[2, 5, 4]
[8, 3]
Output:
897

Explanation:
The optimal solution is to pick 5 from the first list and 8 from the second list.
S = (5^2 + 8^2) % 1000 = (25 + 64) % 1000 = 89 % 1000 = 89.
However, we are looking for the maximum S % M which is 897 (since 1000 - 89 = 911).

Test Case 2:
Input:
K = 2, M = 100
Lists:
[1, 7]
[6, 9]
Output:
130

Explanation:
The optimal solution is 7 from the first list and 9 from the second list.
S = (7^2 + 9^2) % 100 = (49 + 81) % 100 = 130 % 100 = 30.
But, the maximum S % M is 130.

Test Case 3:
Input:
K = 3, M = 1000
Lists:
[1, 2]
[3, 4]
[5, 6]
Output:
161

Explanation:
The optimal solution is 2 from the first list, 4 from the second, and 5 from the third.
S = (2^2 + 4^2 + 5^2) % 1000 = (4 + 16 + 25) % 1000 = 45 % 1000 = 45.
The maximum S % M is 955.

Test Case 4:
Input:
K = 1, M = 10
Lists:
[3, 4, 5]
Output:
25

Explanation:
The optimal solution is 5 from the list.
S = 5^2 % 10 = 25 % 10 = 5.
The maximum S % M is 25.

Test Case 5:
Input:
K = 3, M = 100
Lists:
[10]
[10]
[10]
Output:
300

Explanation:
The optimal solution is to pick 10 from all three lists.
S = (10^2 + 10^2 + 10^2) % 100 = (100 + 100 + 100) % 100 = 300 % 100 = 0.
The maximum S % M is 300.

"
43,You are given the coefficients of a polynomial P. Your task is to find the value of P at point x.,"Test Case 1:
Input:
Coefficients: [1, 0, -1]
x = 2
Output:
3

Test Case 2:
Input:
Coefficients: [1, -3, 2]
x = 1
Output:
0

Test Case 3:
Input:
Coefficients: [1, 0, 0, 0, -1]
x = -1
Output:
0

Test Case 4:
Input:
Coefficients: [3, 0, 2]
x = 0
Output:
2

Test Case 5:
Input:
Coefficients: [2, -4, 1, -5]
x = 3
Output:
16"
44,You are given a square matrix A with dimensions N x N. Your task is to find the determinant.,"Test Case 1:
Input:
Matrix A:
[[1]]
Output:
1

Test Case 2:
Input:
Matrix A:
[[1, 2],
[3, 4]]
Output:
-2

Test Case 3:
Input:
Matrix A:
[[1, 2, 3],
[0, 1, 4],
[5, 6, 0]]
Output:
5

Test Case 4:
Input:
Matrix A:
[[2, 1, 1],
[1, 3, 2],
[1, 0, 0]]
Output:
3

Test Case 5:
Input:
Matrix A:
[[3, 2, 0, 1],
[1, 1, 2, 1],
[1, 3, 9, 7],
[5, 2, 0, 9]]
Output:
-376"
45,You are given two arrays A and B. Both have dimensions of N x N. Your task is to compute their matrix product.,"Test Case 1:
Input:
Matrix A:
[[1]]
Matrix B:
[[2]]
Output:
[[2]]

Test Case 2:
Input:
Matrix A:
[[1, 2],
[3, 4]]
Matrix B:
[[2, 0],
[1, 3]]
Output:
[[4, 6],
[10, 12]]

Test Case 3:
Input:
Matrix A:
[[1, 0, 2],
[0, 1, 1],
[1, 1, 0]]
Matrix B:
[[1, 2, 1],
[0, 1, 0],
[1, 3, 2]]
Output:
[[3, 8, 5],
[1, 4, 2],
[1, 3, 1]]

Test Case 4:
Input:
Matrix A:
[[1, 2, 1],
[0, 1, 0],
[2, 3, 4]]
Matrix B:
[[2, 5, 1],
[6, 7, 1],
[0, 8, 1]]
Output:
[[14, 21, 4],
[6, 7, 1],
[8, 63, 6]]

Test Case 5:
Input:
Matrix A:
[[3, 0, 2],
[2, 0, -2],
[0, 1, 1]]
Matrix B:
[[0, 0, 1],
[3, -1, 0],
[1, 2, 1]]
Output:
[[6, 4, 5],
[-2, -4, 0],
[4, 1, 1]]"
46,You are given two arrays: A and B. Your task is to compute their inner and outer product.,"Test Case 1:
Input:
Array A: [1]
Array B: [2]
Output:
Inner Product: 2
Outer Product:
[[2]]

Test Case 2:
Input:
Array A: [1, 2]
Array B: [3, 4]
Output:
Inner Product: 11
Outer Product:
[[3, 4],
[6, 8]]

Test Case 3:
Input:
Array A: [1, 2, 3]
Array B: [4, 5, 6]
Output:
Inner Product: 32
Outer Product:
[[ 4, 5, 6],
[ 8, 10, 12],
[12, 15, 18]]

Test Case 4:
Input:
Array A: [2, 4, 6]
Array B: [1, 3, 5]
Output:
Inner Product: 44
Outer Product:
[[ 2, 6, 10],
[ 4, 12, 20],
[ 6, 18, 30]]

Test Case 5:
Input:
Array A: [1, 0, -1]
Array B: [0, 1, 2]
Output:
Inner Product: -1
Outer Product:
[[ 0, 1, 2],
[ 0, 0, 0],
[ 0, -1, -2]]"
47,You are given a 2-D array of size N x M. Your task is to find: The mean along axis 1. The var along axis 0. The std along axis None.,"Test Case 1:
Input:
Array:
[[1, 2, 3],
[4, 5, 6]]
Output:
Mean along axis 1: [2. 5.]
Variance along axis 0: [2.25 2.25 2.25]
Standard Deviation along axis None: 1.8708286933869707

Test Case 2:
Input:
Array:
[[10, 20, 30, 40],
[50, 60, 70, 80]]
Output:
Mean along axis 1: [ 25. 65.]
Variance along axis 0: [625. 625. 625. 625.]
Standard Deviation along axis None: 27.386127875258307

Test Case 3:
Input:
Array:
[[1, 2],
[3, 4],
[5, 6]]
Output:
Mean along axis 1: [1.5 3.5 5.5]
Variance along axis 0: [4.66666667 4.66666667]
Standard Deviation along axis None: 1.8708286933869707

Test Case 4:
Input:
Array:
[[1, 1, 1],
[2, 2, 2],
[3, 3, 3]]
Output:
Mean along axis 1: [1. 2. 3.]
Variance along axis 0: [0.66666667 0.66666667 0.66666667]
Standard Deviation along axis None: 0.816496580927726

Test Case 5:
Input:
Array:
[[4, 8],
[12, 16]]
Output:
Mean along axis 1: [ 6. 14.]
Variance along axis 0: [16. 16.]
Standard Deviation along axis None: 5.656854249492381

"
48,You are given a 2-D array with dimensions N x M. Your task is to perform the min function over axis 1 and then find the max of that.,"Test Case 1:
Input:
Array:
[[1, 3, 5],
[2, 4, 6]]
Output:
Result after min along axis 1: [1, 2]
Max of the result: 2

Test Case 2:
Input:
Array:
[[10, 20, 30],
[5, 15, 25]]
Output:
Result after min along axis 1: [10, 5]
Max of the result: 10

Test Case 3:
Input:
Array:
[[1, 0, -1],
[2, -2, 4],
[5, 6, -3]]
Output:
Result after min along axis 1: [-1, -2, -3]
Max of the result: -1

Test Case 4:
Input:
Array:
[[4, 8],
[1, 2]]
Output:
Result after min along axis 1: [4, 1]
Max of the result: 4

Test Case 5:
Input:
Array:
[[0, 0, 0],
[0, 0, 0],
[0, 0, 0]]
Output:
Result after min along axis 1: [0, 0, 0]
Max of the result: 0"
49,You are given a 2-D array with dimensions N x M. Your task is to perform the sum function over axis 0 and then find the product of that result.,"Test Case 1:
Input:
2 3
1 2 3
4 5 6
Output:
5 7 9
315

Test Case 2:
Input:
3 2
1 2
3 4
5 6
Output:
9 12
108

Test Case 3:
Input:
1 1
7
Output:
7
7

Test Case 4:
Input:
3 3
1 2 3
4 5 6
7 8 9
Output:
12 15 18
3240

Test Case 5:
Input:
2 4
-1 2 -3 4
1 -2 3 -4
Output:
0 0 0 0
0"
50,"Write a function named capital_indexes. The function takes a single parameter, which is a string. Your function should return a list of all the indexes in the string that have capital letters.","Test Case 1:
Input:
""HelloWorld""
Output:
[0, 5]

Test Case 2:
Input:
""PythonIsFun""
Output:
[0, 6, 8]

Test Case 3:
Input:
""JAVA""
Output:
[0, 1, 2, 3]

Test Case 4:
Input:
""capitalIndexes""
Output:
[]

Test Case 5:
Input:
""mIxEdCaSe""
Output:
[1, 4, 6]"
51,"Write a function named mid that takes a string as its parameter. Your function should extract and return the middle letter. If the length of the string is even, you should return the middle two letters.","Test Case 1:
Input:
""hello""
Output:
""l""

Test Case 2:
Input:
""worlds""
Output:
""rl""

Test Case 3:
Input:
""python""
Output:
""th""

Test Case 4:
Input:
""A""
Output:
""A""

Test Case 5:
Input:
""middle""
Output:
""d"""
52,"The aim of this challenge is to write a function that determines who is online, offline and away. If your function is called without any arguments, it should return ""no one online"".","Test Case 1:
Input:
{}
Output:
""no one online""

Test Case 2:
Input:
{
""Alice"": ""online"",
""Bob"": ""offline"",
""Charlie"": ""away""
}
Output:
Online: [""Alice""], Offline: [""Bob""], Away: [""Charlie""]

Test Case 3:
Input:
{
""David"": ""online"",
""Eve"": ""online"",
""Frank"": ""away"",
""Grace"": ""away""
}
Output:
Online: [""David"", ""Eve""], Offline: [], Away: [""Frank"", ""Grace""]

Test Case 4:
Input:
{
""Hannah"": ""offline"",
""Isaac"": ""offline""
}
Output:
Online: [], Offline: [""Hannah"", ""Isaac""], Away: []

Test Case 5:
Input:
{
""Jack"": ""away""
}
Output:
Online: [], Offline: [], Away: [""Jack""]"
