#,Prompt,Test Cases
11,"Fuel gauges indicate, often with fractions, just how much fuel is in a tank. For instance 1/4 indicates that a tank is 25% full, 1/2 indicates that a tank is 50% full, and 3/4 indicates that a tank is 75% full.

implement a program that prompts the user for a fraction, formatted as X/Y, wherein each of X and Y is an integer, and then outputs, as a percentage rounded to the nearest integer, how much fuel is in the tank. If, though, 1% or less remains, output E instead to indicate that the tank is essentially empty. And if 99% or more remains, output F instead to indicate that the tank is essentially full.

If, though, X or Y is not an integer, X is greater than Y, or Y is 0, instead prompt the user again. (It is not necessary for Y to be 4.) Be sure to catch any exceptions like ValueError or ZeroDivisionError.","Test Case 1:
Input: ""1/4""
Expected Output: ""25%""

Test Case 2:
Input: ""1/2""
Expected Output: ""50%""

Test Case 3:
Input: ""3/4""
Expected Output: ""75%""

Test Case 4:
Input: ""1/100""
Expected Output: ""E""

Test Case 5:
Input: ""99/100""
Expected Output: ""F"""
12,"One of the most popular places to eat in Harvard Square is Felipe’s Taqueria, which offers a menu of entrees, per the dict below, wherein the value of each key is a price in dollars:

{
    ""Baja Taco"": 4.00,
    ""Burrito"": 7.50,
    ""Bowl"": 8.50,
    ""Nachos"": 11.00,
    ""Quesadilla"": 8.50,
    ""Super Burrito"": 8.50,
    ""Super Quesadilla"": 9.50,
    ""Taco"": 3.00,
    ""Tortilla Salad"": 8.00
}
Implement a program that enables a user to place an order, prompting them for items, one per line, until the user inputs control-d (which is a common way of ending one’s input to a program). After each inputted item, display the total cost of all items inputted thus far, prefixed with a dollar sign ($) and formatted to two decimal places. Treat the user’s input case insensitively. Ignore any input that isn’t an item. Assume that every item on the menu will be titlecased.","Test Case 1:
Input: ""Baja Taco"", ""Burrito"", Control-D
Expected Output: ""$4.00"", ""$11.50""

Test Case 2:
Input: ""Super Burrito"", ""Taco"", ""Bowl"", Control-D
Expected Output: ""$8.50"", ""$11.50"", ""$20.00""

Test Case 3:
Input: ""Nachos"", ""Quesadilla"", ""Tortilla Salad"", Control-D
Expected Output: ""$11.00"", ""$19.50"", ""$27.50""

Test Case 4:
Input: ""Pasta"", Control-D
Expected Output: ""Ignored - not a menu item.""

Test Case 5:
Input: ""Taco"", ""taco"", ""TACO"", Control-D
Expected Output: ""$3.00"", ""$6.00"", ""$9.00"""
13,"Suppose that you’re in the habit of making a list of items you need from the grocery store.

Implement a program that prompts the user for items, one per line, until the user inputs control-d (which is a common way of ending one’s input to a program). Then output the user’s grocery list in all uppercase, sorted alphabetically by item, prefixing each line with the number of times the user inputted that item. No need to pluralize the items. Treat the user’s input case-insensitively.","Test Case 1:
Input: ""Milk"", ""Eggs"", ""Bread"", ""Bread"", Control-D
Expected Output:
""2 BREAD""
""1 EGGS""
""1 MILK""

Test Case 2:
Input: ""Apples"", ""Bananas"", ""Cereal"", ""Bananas"", ""cereal"", Control-D
Expected Output:
""1 APPLES""
""2 BANANAS""
""2 CEREAL""

Test Case 3:
Input: ""Coffee"", ""Tea"", ""Coffee"", ""coffee"", ""COFFEE"", Control-D
Expected Output:
""4 COFFEE""
""1 TEA""

Test Case 4:
Input: ""Potatoes"", ""Tomatoes"", ""Potatoes"", ""potatoes"", ""POTATOES"", ""Potatoes"", Control-D
Expected Output:
""4 POTATOES""
""1 TOMATOES""

Test Case 5:
Input: ""Cheese"", ""Ham"", ""Cheese"", ""Ham"", ""Cheese"", ""Ham"", ""Cheese"", ""Ham"", Control-D
Expected Output:
""4 CHEESE""
""4 HAM"""
14,"In the United States, dates are typically formatted in month-day-year order (MM/DD/YYYY), otherwise known as middle-endian order, which is arguably bad design. Dates in that format can’t be easily sorted because the date’s year comes last instead of first. Try sorting, for instance, 2/2/1800, 3/3/1900, and 1/1/2000 chronologically in any program (e.g., a spreadsheet). Dates in that format are also ambiguous. Harvard was founded on September 8, 1636, but 9/8/1636 could also be interpreted as August 9, 1636!

Fortunately, computers tend to use ISO 8601, an international standard that prescribes that dates should be formatted in year-month-day (YYYY-MM-DD) order, no matter the country, formatting years with four digits, months with two digits, and days with two digits, “padding” each with leading zeroes as needed.

In a file called outdated.py, implement a program that prompts the user for a date, anno Domini, in month-day-year order, formatted like 9/8/1636 or September 8, 1636, wherein the month in the latter might be any of the values in the list below:

[
    ""January"",
    ""February"",
    ""March"",
    ""April"",
    ""May"",
    ""June"",
    ""July"",
    ""August"",
    ""September"",
    ""October"",
    ""November"",
    ""December""
]
Then output that same date in YYYY-MM-DD format. If the user’s input is not a valid date in either format, prompt the user again. Assume that every month has no more than 31 days; no need to validate whether a month has 28, 29, 30, or 31 days.","Test Case 1:
Input: ""9/8/1636""
Expected Output: ""1636-09-08""

Test Case 2:
Input: ""September 8, 1636""
Expected Output: ""1636-09-08""

Test Case 3:
Input: ""12/25/2023""
Expected Output: ""2023-12-25""

Test Case 4:
Input: ""December 25, 2023""
Expected Output: ""2023-12-25""

Test Case 5:
Input: ""2/29/2000""
Expected Output: ""2000-02-29"""
15,"Because emoji aren’t quite as easy to type as text, at least on laptops and desktops, some programs support “codes,” whereby you can type, for instance, :thumbs_up:, which will be automatically converted to 👍. Some programs additionally support aliases, whereby you can more succinctly type, for instance, :thumbsup:, which will also be automatically converted to 👍.

See carpedm20.github.io/emoji/all.html?enableList=enable_list_alias for a list of codes with aliases.

Implement a program that prompts the user for a str in English and then outputs the “emojized” version of that str, converting any codes (or aliases) therein to their corresponding emoji.","Test Case 1:
Input: ""I am happy today :thumbs_up:""
Output: ""I am happy today 👍""

Test Case 2:
Input: ""It's raining :umbrella:""
Output: ""It's raining ☔""

Test Case 3:
Input: ""Having pizza for dinner :pizza:""
Output: ""Having pizza for dinner 🍕""

Test Case 4:
Input: ""Going for a run :runner:""
Output: ""Going for a run 🏃""

Test Case 5:
Input: ""I love my cat :cat:""
Output: ""I love my cat 🐱"""
16,"In The Sound of Music, there’s a song sung largely in English, So Long, Farewell, with these lyrics, wherein “adieu” means “goodbye” in French:

Adieu, adieu, to yieu and yieu and yieu

Of course, the line isn’t grammatically correct, since it would typically be written (with an Oxford comma) as:

Adieu, adieu, to yieu, yieu, and yieu

To be fair, “yieu” isn’t even a word; it just rhymes with “you”!

In a file called adieu.py, implement a program that prompts the user for names, one per line, until the user inputs control-d. Assume that the user will input at least one name. Then bid adieu to those names, separating two names with one and, three names with two commas and one and, and 
 names with 
 commas and one and, as in the below:

Adieu, adieu, to Liesl
Adieu, adieu, to Liesl and Friedrich
Adieu, adieu, to Liesl, Friedrich, and Louisa
Adieu, adieu, to Liesl, Friedrich, Louisa, and Kurt
Adieu, adieu, to Liesl, Friedrich, Louisa, Kurt, and Brigitta
Adieu, adieu, to Liesl, Friedrich, Louisa, Kurt, Brigitta, and Marta
Adieu, adieu, to Liesl, Friedrich, Louisa, Kurt, Brigitta, Marta, and Gretl","Test Case 1:
Input: John
Output: Adieu, adieu, to John

Test Case 2:
Input: John, Doe
Output: Adieu, adieu, to John and Doe

Test Case 3:
Input: John, Doe, Jane
Output: Adieu, adieu, to John, Doe, and Jane

Test Case 4:
Input: John, Doe, Jane, Smith
Output: Adieu, adieu, to John, Doe, Jane, and Smith

Test Case 5:
Input: John, Doe, Jane, Smith, Alice
Output: Adieu, adieu, to John, Doe, Jane, Smith, and Alice"
17,"I’m thinking of a number between 1 and 100…

What is it?
In a file called game.py, implement a program that:

Prompts the user for a level, 
. If the user does not input a positive integer, the program should prompt again.
Randomly generates an integer between 1 and 
, inclusive, using the random module.
Prompts the user to guess that integer. If the guess is not a positive integer, the program should prompt the user again.
If the guess is smaller than that integer, the program should output Too small! and prompt the user again.
If the guess is larger than that integer, the program should output Too large! and prompt the user again.
If the guess is the same as that integer, the program should output Just right! and exit.","Test Case 1:
Input:
Level: 10
Guesses: 5, 7, 10
Expected Output:
""Too small!"", ""Too small!"", ""Just right!""

Test Case 2:
Input:
Level: 20
Guesses: 25, 15, 20
Expected Output:
""Invalid guess!"", ""Too small!"", ""Just right!""

Test Case 3:
Input:
Level: 50
Guesses: 60, 45, 50
Expected Output:
""Too large!"", ""Too small!"", ""Just right!""

Test Case 4:
Input:
Level: 100
Guesses: 150, 90, 100
Expected Output:
""Invalid guess!"", ""Too small!"", ""Just right!""

Test Case 5:
Input:
Level: 30
Guesses: 35, 25, 30
Expected Output:
""Invalid guess!"", ""Too small!"", ""Just right!"""
18,"One of David’s first toys as a child, funny enough, was Little Professor, a “calculator” that would generate ten different math problems for David to solve. For instance, if the toy were to display 4 + 0 = , David would (hopefully) answer with 4. If the toy were to display 4 + 1 = , David would (hopefully) answer with 5. If David were to answer incorrectly, the toy would display EEE. And after three incorrect answers for the same problem, the toy would simply display the correct answer (e.g., 4 + 0 = 4 or 4 + 1 = 5).

In a file called professor.py, implement a program that:

Prompts the user for a level, 
. If the user does not input 1, 2, or 3, the program should prompt again.
Randomly generates ten (10) math problems formatted as X + Y = , wherein each of X and Y is a non-negative integer with 
 digits. No need to support operations other than addition (+).
Prompts the user to solve each of those problems. If an answer is not correct (or not even a number), the program should output EEE and prompt the user again, allowing the user up to three tries in total for that problem. If the user has still not answered correctly after three tries, the program should output the correct answer.
The program should ultimately output the user’s score: the number of correct answers out of 10.
Structure your program as follows, wherein get_level prompts (and, if need be, re-prompts) the user for a level and returns 1, 2, or 3, and generate_integer returns a randomly generated non-negative integer with level digits or raises a ValueError if level is not 1, 2, or 3:

import random


def main():
    ...


def get_level():
    ...


def generate_integer(level):
    ...


if __name__ == ""__main__"":
    main()","est Case 1:
Input:
Level: 1
Problems: 1 + 1, 2 + 2, 3 + 3, 4 + 4, 5 + 5, 6 + 6, 7 + 7, 8 + 8, 9 + 9, 0 + 0
User Answers: 2, 4, 6, 8, 10, 12, 14, 16, 18, 0
Expected Output:
Score: 10/10

Test Case 2:
Input:
Level: 2
Problems: 11 + 11, 22 + 22, 33 + 33, 44 + 44, 55 + 55, 66 + 66, 77 + 77, 88 + 88, 99 + 99, 00 + 00
User Answers: 22, 44, 66, 88, 110, 132, 154, 176, 198, 0
Expected Output:
Score: 10/10

Test Case 3:
Input:
Level: 3
Problems: 111 + 111, 222 + 222, 333 + 333, 444 + 444, 555 + 555, 666 + 666, 777 + 777, 888 + 888, 999 + 999, 000 + 000
User Answers: 222, 444, 666, 888, 1110, 1332, 1554, 1776, 1998, 0
Expected Output:
Score: 10/10

Test Case 4:
Input:
Level: 1
Problems: 1 + 1, 2 + 2, 3 + 3, 4 + 4, 5 + 5, 6 + 6, 7 + 7, 8 + 8, 9 + 9, 0 + 0
User Answers: 2, 5, 6, 8, 10, 12, 14, 16, 18, 0
Expected Output:
EEE, Score: 9/10

Test Case 5:
Input:
Level: 2
Problems: 11 + 11, 22 + 22, 33 + 33, 44 + 44, 55 + 55, 66 + 66, 77 + 77, 88 + 88, 99 + 99, 00 + 00
User Answers: 22, 45, 66, 88, 110, 132, 154, 176, 198, 0
Expected Output:
EEE, Score: 9/10
"
19,"implement a program that:

Prompts the user to input the number of Bitcoins,
, that they would like to buy. If that input cannot be converted to a float, the program should output an error message.
Queries the API for the CoinDesk Bitcoin Price Index at https://api.coindesk.com/v1/bpi/currentprice.json, which returns a JSON object, among whose nested keys is the current price of Bitcoin as a float.
Outputs the current cost of
Bitcoins in USD to four decimal places, using , as a thousands separator.","Test Case 1:
Input: 1
Expected Output:
The current cost of 1 Bitcoin(s) is $29,385.3229

Test Case 2:
Input: 2
Expected Output:
The current cost of 2 Bitcoin(s) is $58,770.6458

Test Case 3:
Input: 0.5
Expected Output:
The current cost of 0.5 Bitcoin(s) is $14,692.6615

Test Case 4:
Input: 10
Expected Output:
The current cost of 10 Bitcoin(s) is $293,853.2290

Test Case 5:
Input: abc (Invalid Input)
Expected Output:
Error: The input cannot be converted to a float."
20,"implement Setting up my twttr from Problem Set 2, restructuring your code per the below, wherein shorten expects a str as input and returns that same str but with all vowels (A, E, I, O, and U) omitted, whether inputted in uppercase or lowercase.

here is the Setting up my twttr from Problem Set 2:

When texting or tweeting, it’s not uncommon to shorten words to save time or space, as by omitting vowels, much like Twitter was originally called twttr. Implement a program that prompts the user for a str of text and then outputs that same text but with all vowels (A, E, I, O, and U) omitted, whether inputted in uppercase or lowercase.","Test Case 1:
Input: ""Hello, World!""
Expected Output: ""Hll, Wrld!""

Test Case 2:
Input: ""Setting up my twttr""
Expected Output: ""Sttng p my twttr""

Test Case 3:
Input: ""I love programming""
Expected Output: "" lv prgrmmng""

Test Case 4:
Input: ""OpenAI is awesome""
Expected Output: ""OpnAI s wsm""

Test Case 5:
Input: ""Artificial Intelligence""
Expected Output: ""rtfcl ntpllgnc"""
21,"implement Home Federal Savings Bank from Problem Set 1, restructuring your code per the below, wherein value expects a str as input and returns 0 if that str starts with “hello”, 20 if that str starts with an “h” (but not “hello”), or 100 otherwise, treating the str case-insensitively. You can assume that the string passed to the value function will not contain any leading spaces. Only main should call print.

here is the Home Federal Savings Bank from Problem Set 1:
In season 7, episode 24 of Seinfeld, Kramer visits a bank that promises to give $100 to anyone who isn’t greeted with a “hello.” Kramer is instead greeted with a “hey,” which he insists isn’t a “hello,” and so he asks for $100. The bank’s manager proposes a compromise: “You got a greeting that starts with an ‘h,’ how does $20 sound?” Kramer accepts.

implement a program that prompts the user for a greeting. If the greeting starts with “hello”, output $0. If the greeting starts with an “h” (but not “hello”), output $20. Otherwise, output $100. Ignore any leading whitespace in the user’s greeting, and treat the user’s greeting case-insensitively.","Test Case 1:
Input: ""Hello, World!""
Expected Output: $0

Test Case 2:
Input: ""hi there""
Expected Output: $20

Test Case 3:
Input: ""Hey, how are you?""
Expected Output: $20

Test Case 4:
Input: ""Good morning""
Expected Output: $100

Test Case 5:
Input: ""HELLO""
Expected Output: $0"
22,"implement Vanity Plates from Problem Set 2, restructuring your code per the below, wherein is_valid still expects a str as input and returns True if that str meets all requirements and False if it does not, but main is only called if the value of __name__ is ""__main__"":

here is the Vanity Plates from Problem Set 2:

In Massachusetts, home to Harvard University, it’s possible to request a vanity license plate for your car, with your choice of letters and numbers instead of random ones. Among the requirements, though, are:

“All vanity plates must start with at least two letters.”
“… vanity plates may contain a maximum of 6 characters (letters or numbers) and a minimum of 2 characters.”
“Numbers cannot be used in the middle of a plate; they must come at the end. For example, AAA222 would be an acceptable … vanity plate; AAA22A would not be acceptable. The first number used cannot be a ‘0’.”
“No periods, spaces, or punctuation marks are allowed.”
In plates.py, implement a program that prompts the user for a vanity plate and then output Valid if meets all of the requirements or Invalid if it does not. Assume that any letters in the user’s input will be uppercase. Structure your program per the below, wherein is_valid returns True if s meets all requirements and False if it does not. Assume that s will be a str. You’re welcome to implement additional functions for is_valid to call (e.g., one function per requirement).

def main():
    plate = input(""Plate: "")
    if is_valid(plate):
        print(""Valid"")
    else:
        print(""Invalid"")


def is_valid(s):
    ...


main()","Test Case 1:
Input: ""AB1234""
Expected Output: ""Valid""

Test Case 2:
Input: ""A1234""
Expected Output: ""Invalid"" (The plate does not start with at least two letters)

Test Case 3:
Input: ""ABCD12""
Expected Output: ""Valid""

Test Case 4:
Input: ""AB12CD""
Expected Output: ""Invalid"" (Numbers are used in the middle of the plate)

Test Case 5:
Input: ""ABCD123""
Expected Output: ""Invalid"" (The plate contains more than 6 characters)"
23,"implement Fuel Gauge from Problem Set 3, restructuring your code per the below, wherein:

convert expects a str in X/Y format as input, wherein each of X and Y is an integer, and returns that fraction as a percentage rounded to the nearest int between 0 and 100, inclusive. If X and/or Y is not an integer, or if X is greater than Y, then convert should raise a ValueError. If Y is 0, then convert should raise a ZeroDivisionError.
gauge expects an int and returns a str that is:
""E"" if that int is less than or equal to 1,
""F"" if that int is greater than or equal to 99,
and ""Z%"" otherwise, wherein Z is that same int.

here is the Fuel Gauge from Problem Set 3:

Fuel gauges indicate, often with fractions, just how much fuel is in a tank. For instance 1/4 indicates that a tank is 25% full, 1/2 indicates that a tank is 50% full, and 3/4 indicates that a tank is 75% full.

In a file called fuel.py, implement a program that prompts the user for a fraction, formatted as X/Y, wherein each of X and Y is an integer, and then outputs, as a percentage rounded to the nearest integer, how much fuel is in the tank. If, though, 1% or less remains, output E instead to indicate that the tank is essentially empty. And if 99% or more remains, output F instead to indicate that the tank is essentially full.

If, though, X or Y is not an integer, X is greater than Y, or Y is 0, instead prompt the user again. (It is not necessary for Y to be 4.) Be sure to catch any exceptions like ValueError or ZeroDivisionError.
","Test Case 1:
Input: ""1/4""
Expected Output: ""25%""

Test Case 2:
Input: ""1/2""
Expected Output: ""50%""

Test Case 3:
Input: ""3/4""
Expected Output: ""75%""

Test Case 4:
Input: ""1/100""
Expected Output: ""E""

Test Case 5:
Input: ""99/100""
Expected Output: ""F"""
24,"In Season 5, Episode 23 of NUMB3RS, a supposed IP address appears on screen, 275.3.6.28, which isn’t actually a valid IPv4 (or IPv6) address.

An IPv4 address is a numeric identifier that a device (or, on TV, hacker) uses to communicate on the internet, akin to a postal address in the real world, typically formatted in dot-decimal notation as #.#.#.#. But each # should be a number between 0 and 255, inclusive. Suffice it to say 275 is not in that range! If only NUMB3RS had validated the address in that scene!

In a file called numb3rs.py, implement a function called validate that expects an IPv4 address as input as a str and then returns True or False, respectively, if that input is a valid IPv4 address or not.","Test Case 1:
Input: ""192.168.1.1""
Expected Output: True

Test Case 2:
Input: ""255.255.255.255""
Expected Output: True

Test Case 3:
Input: ""275.3.6.28""
Expected Output: False (275 is not in the range 0-255)

Test Case 4:
Input: ""192.168.1.256""
Expected Output: False (256 is not in the range 0-255)

Test Case 5:
Input: ""192.168.1""
Expected Output: False (There are not 4 octets)"
25,"It turns out that (most) YouTube videos can be embedded in other websites, just like the above. For instance, if you visit https://youtu.be/xvFZjo5PgG0 on a laptop or desktop, click Share, and then click Embed, you’ll see HTML (the language in which web pages are written) like the below, which you could then copy into your own website’s source code, wherein iframe is an HTML “element,” and src is one of several HTML “attributes” therein, the value of which, between quotes, is https://www.youtube.com/embed/xvFZjo5PgG0.

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/xvFZjo5PgG0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
Because some HTML attributes are optional, you could instead minimally embed just the below.

<iframe src=""https://www.youtube.com/embed/xvFZjo5PgG0""></iframe>
Suppose that you’d like to extract the URLs of YouTube videos that are embedded in pages (e.g., https://www.youtube.com/embed/xvFZjo5PgG0), converting them back to shorter, shareable youtu.be URLs (e.g., https://youtu.be/xvFZjo5PgG0) where they can be watched on YouTube itself.","Test Case 1:
Input: ""<iframe src=""https://www.youtube.com/embed/xvFZjo5PgG0\""></iframe>""
Expected Output: ""https://youtu.be/xvFZjo5PgG0""

Test Case 2:
Input: ""<iframe src=""https://www.youtube.com/embed/dQw4w9WgXcQ\""></iframe>""
Expected Output: ""https://youtu.be/dQw4w9WgXcQ""

Test Case 3:
Input: ""<iframe src=""https://www.youtube.com/embed/3tmd-ClpJxA\""></iframe>""
Expected Output: ""https://youtu.be/3tmd-ClpJxA""

Test Case 4:
Input: ""<iframe src=""https://www.youtube.com/embed/ktvTqknDobU\""></iframe>""
Expected Output: ""https://youtu.be/ktvTqknDobU""

Test Case 5:
Input: ""<iframe src=""https://www.youtube.com/embed/YQHsXMglC9A\""></iframe>""
Expected Output: ""https://youtu.be/YQHsXMglC9A"""
